timestamp,open,high,low,close,volume
2024-01-01 00:00:00,8.0,8.015656499054925,7.991553517344691,8.0,3649.3669493092366
2024-01-01 01:00:00,7.735840959817059,7.874434090902017,7.662852271207225,7.735840959817059,5477.8152961698615
2024-01-01 02:00:00,7.696623494965918,7.795161751955564,7.619494744408048,7.696623494965918,5309.619126550755
2024-01-01 03:00:00,7.959231668967398,8.033970071541605,7.930600600896627,7.959231668967398,3644.033565738406
2024-01-01 04:00:00,8.03045096987832,8.053441471641145,7.89823675813869,8.03045096987832,9320.965906346222
2024-01-01 05:00:00,7.837231264279168,7.839767305896866,7.733992906778908,7.837231264279168,6587.541717138245
2024-01-01 06:00:00,7.743125059423583,7.8405138886330406,7.692062168112387,7.743125059423583,2090.2344556131407
2024-01-01 07:00:00,7.476494551691312,7.562021062113349,7.423477891803575,7.476494551691312,6444.419216366443
2024-01-01 08:00:00,7.399168053335489,7.41900632264467,7.261372995323804,7.399168053335489,6058.065783801141
2024-01-01 09:00:00,7.47966682654229,7.570627764837871,7.463440552654638,7.47966682654229,3203.547098430332
2024-01-01 10:00:00,7.794336151117595,7.907801411331484,7.786856889118343,7.794336151117595,5385.79725521818
2024-01-01 11:00:00,7.892231878342001,7.8936677801408255,7.8789047329892385,7.892231878342001,8065.5739715880345
2024-01-01 12:00:00,7.845153196651886,7.880290636483938,7.783621534054365,7.845153196651886,4354.888976604295
2024-01-01 13:00:00,7.795961512905737,7.825029932447064,7.7755903395491055,7.795961512905737,6440.05345426341
2024-01-01 14:00:00,7.679344064291912,7.711272910726606,7.600063742469724,7.679344064291912,2304.413406171568
2024-01-01 15:00:00,7.598489933565512,7.613056300341351,7.536833274850714,7.598489933565512,2203.7344859465493
2024-01-01 16:00:00,7.3714078189312735,7.463850296108225,7.241371727466635,7.3714078189312735,7790.949641158668
2024-01-01 17:00:00,7.341274893357024,7.3918067030262575,7.332008075953259,7.341274893357024,5341.055627551067
2024-01-01 18:00:00,7.081619860013919,7.124664870341574,7.001290761296246,7.081619860013919,7951.60725612834
2024-01-01 19:00:00,7.143164626218894,7.244368436943519,7.091810246059716,7.143164626218894,3392.201796571478
2024-01-01 20:00:00,7.031891361850604,7.101353132641594,6.961265210454625,7.031891361850604,2056.21870669142
2024-01-01 21:00:00,6.952808579820293,7.020154179078,6.9261139478211,6.952808579820293,5546.3409586711405
2024-01-01 22:00:00,6.823479260827543,6.831587006439231,6.805448249784351,6.823479260827543,6679.772794973069
2024-01-01 23:00:00,6.891294879354621,6.918458481598368,6.721853046451949,6.891294879354621,1001.3316371411124
2024-01-02 00:00:00,6.881839632753893,6.944640455283628,6.767512657230054,6.881839632753893,4592.839215258755
2024-01-02 01:00:00,7.183283102115393,7.184236446561003,7.17479571939534,7.183283102115393,2797.196768242907
2024-01-02 02:00:00,7.319880464603375,7.332651960460518,7.315739771803718,7.319880464603375,6501.763001371431
2024-01-02 03:00:00,7.170020201899376,7.243663068094927,6.983405664368152,7.170020201899376,2772.2236639822922
2024-01-02 04:00:00,7.118195533630815,7.172389663686558,7.035612030172178,7.118195533630815,6708.407403805524
2024-01-02 05:00:00,7.233239141439176,7.241131890396257,7.163583246066322,7.233239141439176,4272.293585361761
2024-01-02 06:00:00,7.362759406870701,7.399092684184737,7.3102924668951665,7.362759406870701,1797.0218952000585
2024-01-02 07:00:00,7.33985672290166,7.364062692864806,7.292254119984879,7.33985672290166,2727.2468102586026
2024-01-02 08:00:00,7.3876378758229375,7.500537913483087,7.3411894784953144,7.3876378758229375,2388.4685075400866
2024-01-02 09:00:00,7.228007815354374,7.240490648453814,7.198371359956835,7.228007815354374,2845.9792648464672
2024-01-02 10:00:00,7.31462222910028,7.42405011304377,7.2869836830605905,7.31462222910028,4182.741258522797
2024-01-02 11:00:00,7.331759619020137,7.346479668175773,7.328407951128398,7.331759619020137,6267.910434683106
2024-01-02 12:00:00,6.96183123215753,6.975256340406708,6.905543830973956,6.96183123215753,6991.515537464511
2024-01-02 13:00:00,7.068271206139464,7.1700523996408565,7.068183529316441,7.068271206139464,9127.17467694413
2024-01-02 14:00:00,6.81265100793573,6.854816452782074,6.7521100965207985,6.81265100793573,8359.657167483501
2024-01-02 15:00:00,6.962408644299162,7.067164639984966,6.86035589971997,6.962408644299162,7766.1767475166525
2024-01-02 16:00:00,6.874281083885311,6.977402247976202,6.816701204419809,6.874281083885311,5808.585431825798
2024-01-02 17:00:00,6.968916831988282,7.052637199750165,6.930072884754169,6.968916831988282,7461.566566637736
2024-01-02 18:00:00,6.8302889484051335,6.8497834851420825,6.808377908877465,6.8302889484051335,1484.4945664155753
2024-01-02 19:00:00,6.782731633377249,6.839203875176819,6.732887754553113,6.782731633377249,7429.928121990353
2024-01-02 20:00:00,6.849762989926897,6.860682592266296,6.789492031810843,6.849762989926897,9351.72420135013
2024-01-02 21:00:00,6.923836502601443,6.997145941135496,6.9221771720428995,6.923836502601443,9082.27464211493
2024-01-02 22:00:00,7.017325251867258,7.118541340804667,7.012371773751544,7.017325251867258,3493.155552178801
2024-01-02 23:00:00,7.135972368943388,7.195557148471808,7.124753868106309,7.135972368943388,1467.7945810522936
2024-01-03 00:00:00,7.1655052846311404,7.257432774135704,7.118260827707983,7.1655052846311404,9776.849375432312
2024-01-03 01:00:00,7.148325432252616,7.180081120606006,7.128562597170349,7.148325432252616,6704.99293894886
2024-01-03 02:00:00,7.109805184035916,7.130711010367009,6.926833616091754,7.109805184035916,2191.8171758247345
2024-01-03 03:00:00,7.32530234681963,7.423471206307651,7.240746593433252,7.32530234681963,7618.266170538882
2024-01-03 04:00:00,7.326345777498939,7.355486588683679,7.310286655066621,7.326345777498939,1704.9191563532763
2024-01-03 05:00:00,7.267836323123126,7.271499908997204,7.205764683943227,7.267836323123126,8738.478966448773
2024-01-03 06:00:00,7.565613589754664,7.604600850656783,7.47905174535168,7.565613589754664,7934.50914598605
2024-01-03 07:00:00,7.459925718647316,7.486111258059291,7.422134023020048,7.459925718647316,2407.5301928387844
2024-01-03 08:00:00,7.360451407173938,7.385078784485462,7.349559537251803,7.360451407173938,1780.5496073020274
2024-01-03 09:00:00,7.317750037774257,7.402632568493678,7.280507343535779,7.317750037774257,6965.711067471446
2024-01-03 10:00:00,6.956274943017552,7.013007834868629,6.876012942253283,6.956274943017552,1018.5327414072387
2024-01-03 11:00:00,6.80294440625657,6.82061349491818,6.726776404637731,6.80294440625657,5987.616376706316
2024-01-03 12:00:00,6.815789596062665,6.825311823761867,6.797562502891801,6.815789596062665,7183.235717993893
2024-01-03 13:00:00,6.503513120437775,6.546819914007691,6.481628791865603,6.503513120437775,2594.8855049085096
2024-01-03 14:00:00,6.351694090876078,6.381940948797189,6.307036803738485,6.351694090876078,1094.2797721713912
2024-01-03 15:00:00,6.195184325915851,6.197306240223392,6.177102115290747,6.195184325915851,8944.758768734122
2024-01-03 16:00:00,6.033628604860683,6.074004501371377,5.990380934962376,6.033628604860683,2119.8474018526717
2024-01-03 17:00:00,6.0621389996717046,6.117726263612726,6.027634478689375,6.0621389996717046,5516.571806225936
2024-01-03 18:00:00,6.124982326303679,6.202561658017456,6.062135803768897,6.124982326303679,3390.8332287462217
2024-01-03 19:00:00,6.0633746035163325,6.140527185288207,5.980557153745599,6.0633746035163325,1004.1130872210897
2024-01-03 20:00:00,6.077703032282051,6.132112638129992,6.011065741280849,6.077703032282051,1194.464944080579
2024-01-03 21:00:00,5.92309460833555,5.931205269680818,5.894472765722957,5.92309460833555,2843.405642903074
2024-01-03 22:00:00,5.940107737795501,6.090471420289328,5.8041112147443314,5.940107737795501,3465.5776932315453
